날짜,종목명,제목,점수,라벨링
2022-08-22,하이브,"영어 통번역사 ""뉴진스 미성년자인데…'쿠키' 성적 가사 경악""",0,0
2022-08-10,하이브,하이브 CEO 제친 '연봉 5억' 그녀…방시혁이 채온 민희진 누구,0,0
2022-08-10,하이브,아이돌 성공 공식? 또 다른 역사는 ‘다름’이 만든다,1,1
2022-08-09,하이브,"전 세계서 442억 벌었던 블랙핑크, 150만명 규모 월드투어 예고",1,1
2022-08-08,하이브,2세대 소시부터 4세대 아이브까지…K팝 걸그룹 여름 대전,0,0
2022-08-07,하이브,"""잠시 더위 잊었다""…치솟는 물가에 제주도 대신 몰려간 이곳",0,0
2022-07-25,하이브,"""로지·한유아가 미래 될 수 있다"" K팝 최전성기에 이런 전망",1,1
2022-07-22,하이브,"소녀시대, f(x) 만든 'K팝 콘셉트 장인'…이번엔 뮤비부터 터졌다",1,1
2022-07-08,하이브,"에스파, 데뷔 2년만에 밀리언셀러…글로벌 시장 공략에 박차",3,1
2022-06-23,하이브,그럼에도 K팝은 무럭 무럭 자란다…7월에도 앨범 판매 신기록 나올듯,2,1
2022-06-22,하이브,BTS 눈물회식' 알고보니 3주전 찍었다…의심 자초한 하이브,0,0
2022-06-21,하이브,BTS 없는 하이브는 껍데기? 게임·콘텐트 기업 확장 전략,3,1
2022-06-20,하이브,"하이브, 앙꼬 없는 찐빵? 'BTS 활동 중단' 냉정하게 뜯어보니",-1,-1
2022-06-17,하이브,"첫 세무조사 받는 BTS 소속사 하이브, “통상적 정기 조사”",-1,-1
2022-06-13,하이브,5월 한달간 K팝 음반 1000만장 판매…본격화된 엔터 르네상스,1,1
2022-06-07,하이브,돈 벌려고 아이돌 만든다고요? 다른 사업 하세요[나는 아이돌 기획자다 2],0,0
2022-06-05,하이브,"윤곽 드러난 하이브 첫 ‘일본 아이돌’, BTS 만든 피독 멘토로 참여",3,1
2022-06-01,하이브,"SM출신이 만든 하이브 여돌, 남미 겨냥한 CJ 보이그룹…몰려오는 대기업 ‘신인 아이돌’",1,1
2022-05-30,하이브,한국인도 한국어 노래도 아닌데 'K-아이돌'…K팝 판뒤집은 이들,0,0
2022-05-27,하이브,"요즘 아이돌 하나도 모르겠다는 당신, 이래서입니다",0,0
2022-05-21,하이브,"SM은 소속사고, AOMG는 레이블? …기획사와 음반사의 차이 [알려드립니다]",0,0
2022-05-14,하이브,하이브 로고는 무슨 의미? [알려드립니다],0,0
2022-05-12,하이브,"""이런 셀카 한장 받자고 돈 냈냐"" 아이돌에 뿔난 팬들, 왜",0,0
2022-05-09,하이브,"""YG 허락 받아야""…2NE1, 美코첼라 비밀리에 등장한 까닭",0,0
2022-05-02,하이브,"""美빌보드보다, 멜론 1위 더 힘들다"" 지금 이런 말 나온 이유",0,0
2022-04-26,하이브,"빌보드 꼽은 '음악산업 파워 플레이어', 하이브·SM 나란히",1,1
2022-04-25,하이브,"K팝 ETF, 뉴욕증시 상장벨 울린다…작년 한국 수익 성적표는",0,0
2022-04-22,하이브,[문소영의 문화가 암시하는 사회] K팝부터 아이스크림·라면에까지 설정된 ‘세계관’이란,0,0
2022-04-21,하이브,르세라핌 미니 앨범 선주문 27만장…30만장 넘길 듯,1,1
2022-04-20,하이브,"빅뱅 컴백, ‘피지컬 앨범’ 아닌 ‘디지털 싱글’이라 실망했다, 이게 무슨 말? [알려드립니다]",3,1
2022-04-18,하이브,"음원 유통 강자 vs 오디션 귀재, IP 알부자 SM 누구 손을 잡나",1,1
2022-04-14,하이브,"""해외 넘어 국내 노린다""…어디서 터질지 모르는 'K팝 로또'",2,1
2022-04-12,하이브,하이브는 내년이 두렵다…이익 67% 안겨주는 BTS 입대 해법은,0,0
2022-04-12,하이브,네이버서 Z세대 뺏어왔다…‘덕질 놀이터’ K팝 팬플랫폼,0,0
2022-04-12,하이브,"한국 정치, 군대 빌미로 BTS 이용하는 짓 멈춰라 [임명묵이 고발한다]",-1,-1
2022-04-01,하이브,타임 100대 기업 신기한 징크스…'BTS의 방시혁'이 못푼 숙제,0,0
2022-04-01,하이브,직원 연봉 2억 시대…연봉킹은 게임·엔터,0,0
2022-03-31,하이브,타임 '영향력 있는 100대 기업'에 하이브…방시혁·방탄소년단 표지모델,1,1
2022-03-31,하이브,직원 연봉 2억 시대…봉급쟁이 ‘부의 지도’가 바뀐다,0,0
2022-03-31,하이브,삼성 빠지고 '아기상어'가 꿰찼다…'타임' 100대 기업 놀라운 변화,0,0
2022-03-31,하이브,BTS 군대 가도 1458만명 팬미팅하는 곳…K팝 키우는 팬플랫폼 [K팝 세계화 리포트],-1,-1
2022-03-31,하이브,하이브 상장 당일 시총 8조…韓엔터계에 떨어진 '다이너마이트' [K팝 세계화 리포트],0,0
2022-03-30,하이브,"가수 찍는 공장?…""재능만 보지 않는다"" 집단 뭉친 K팝 원천기술 [K팝 세계화 리포트]",0,0
2022-03-16,하이브,"CEO보다 훨씬 더 받았다, 임직원 ‘연봉킹’ 누구?",0,0
2022-03-15,하이브,BTS 만든 공신은 400억 받았다…돈방석 앉은 '연봉킹들' 누구,0,0
2022-02-24,하이브,2년 겨울잠 깨어난 K팝 공연…2주 뒤엔 잠실벌에 BTS 뜬다,2,1
2022-02-23,하이브,연일 최다 확진자 난리지만 K팝은 이미 포스트 코로나,-1,-1
2022-02-16,하이브,광고 휩쓸더니 YG·하이브 업고 가수 데뷔…늙지않는 이 신인,3,1
2022-01-20,하이브,"‘제2 브레이브걸스’ 되나…프로미스나인, 역주행 왜",0,0
2022-01-19,하이브,제2의 브레이브걸스 되나? 프로미스나인 역주행 왜?,0,0
2022-01-17,하이브,"범 잡는 7명의 영웅이 떴다, 웹툰 출연한 BTS",1,1
2022-01-16,하이브,"""BTS 출연한 '세븐 페이츠: 착호', 우리도 글로벌 반응 궁금""",1,1
2022-01-12,하이브,"매출 3조' 두나무가 메타버스에 뛰어든 이유?...이석우 대표 ""NFT 자랑할 판 만들 것""",1,1
2021-12-28,하이브,1년새 786% 폭등…현대차 정의선 맹추격한 주식부자 15위는,1,1
2021-12-22,하이브,"이수만·방시혁·봉준호, 美버라이어티지가 꼽은 '세계 리더'",1,1
2021-12-02,하이브,"방탄아빠' 방시혁, '오겜' 황동혁…블룸버그 '올해의 50인' 선정",1,1
2021-11-09,하이브,“방시혁 배우겠다” 서울대 유학 온 ‘미스 인도네시아’,0,0
2021-11-08,하이브,"미스 인도네시아, 장관 보좌관 그만두고 서울대 온 까닭",0,0
2021-11-07,하이브,오은영도 걱정한 걸그룹 오디션…안봐도 포기 못하는 이유,0,0
2021-10-29,하이브,위드 코로나'에 웃는 여행·엔터…주가도 날개 달았다,0,0
2021-09-13,하이브,"카카오만 집중적으로 때렸는데, 네이버 왜 덩달아 폭락했나 [View &amp; Review]",0,0
2021-08-17,하이브,BTS소속사 임원도 아닌데…38세에 연봉 400억 받는 직원,0,0
2021-07-28,하이브,음악예능의 달인 권태은 “가장 애착 가는 건 팬텀싱어”,0,0
2021-07-27,하이브,음악예능 산 역사 권태은 “팬텀싱어 가장 힘들었지만 애착”,0,0
2021-07-25,하이브,[앤츠랩]그냥 기획사 아닙니다…플랫폼 왕국 노리는 엔터 강자[앤츠랩],1,1
2021-07-22,하이브,"대통령 특별사절 된 BTS…팬들 ""부를 거면 군 면제 해달라""",0,0
2021-07-21,하이브,"7년전 부인 사별' 이수만, 청담동 49억 빌라 준 女기자는",0,0
2021-07-13,하이브,"BTS 아버지' 방시혁 자산 두배 됐다···주가 폭등, 3조7000억",1,1
2021-07-01,하이브,증권가 상륙한 메타버스…관련기업 투자 펀드 줄잇는다,1,1
2021-06-30,하이브,증권가에 상륙한 '메타버스'…펀드 출시에 수혜주 찾기 분주,0,0
2021-06-21,하이브,"콘서트 재개 기대감…하이브 최고가, 에스엠 82% ‘껑충’",3,1
2021-06-20,하이브,"콘서트 재개 기대감…하이브 최고가 경신, 에스엠 81% '껑충'",4,1
2021-06-20,하이브,"오리콘 차트 1위 세븐틴, 밀접접촉자로 분류돼 컴백활동 연기",1,1
2021-06-18,하이브,"명품쇼핑·미용실, 강남은 뻔해…복고·개성 ‘강북스타일’ 뜬다",1,1
2021-06-04,하이브,"나는 여기서 BTS 진이랑 이야기 한다! ‘덕질' 문화의 결정판, 팬 커뮤니티 플랫폼 '위버스'",1,1
2021-05-22,하이브,"[폴인인사이트]데이터사이언티스트 차현나 ""데이터가 진짜로 일하게 하려면""",0,0
2021-05-14,하이브,용산 시대 연 하이브의 오감 충족 뮤지엄…K팝 새 성지 될까,0,0
2021-05-10,하이브,"포스트 BTS를 찾아라, 아메리카로 뻗는 K팝 오디션",1,1
2021-05-09,하이브,포스트 BTS를 북?남미에서 찾는다…지도 넓히는 K팝 오디션,1,1
2021-04-28,하이브,타임지 첫 '100대 영향력 기업' 에 화이자·모더나…AZ는 빠져,2,1
2021-04-19,하이브,"‘보상 몸살’ 앓던 네이버, 직원에 매년 주식 1000만원어치 준다",0,0
2021-04-02,하이브,"BTS 소속사 하이브, 저스틴 비버와 아리아나 그란데 품는다",0,0
2021-04-02,하이브,[앤츠랩]BTS 군대 가면 끝? 빅히트 놀라운 광폭행보,-1,-1
2021-03-19,하이브,"방시혁 “빅히트→하이브 변경, 엔터테인먼트로는 한계 있어”",0,0
2021-03-10,하이브,BTS 소속사 '빅히트'에서 '하이브'로 사명 변경 추진,1,1
2021-09-23,하이브,[마켓인사이트]K팝 열풍 덕? 엔터테인먼트 플랫폼 잇단 투자 유치 '시동',4,1
2021-09-10,하이브,"'엔터·플랫폼 규제' 하이브, 장중 9% 급락",0,0
2021-09-28,하이브,"""오프라인 공연이 돌아왔다""…엔터株 일제히 '환호'",0,0
2021-09-30,하이브,"방시혁, 주식 평가액 3조9000억…이수만·박진영 합쳐도 안되네",0,0
2021-08-19,하이브,"
			日 매체 ""사쿠라, 하이브와 계약…8월 중 한국行""
		",1,1
2021-09-30,하이브,"""좋아하는데 돈을 왜 아껴""…MZ세대 긁는 카드 따로 있다고?",0,0
2021-09-28,하이브,"""올해보다 내년이 더 좋다""…실적기대주 끌리네",0,0
2021-09-29,하이브,"SM·JYP가 만든 팬덤 플랫폼…'몸값 5300억' 디어유, 코스닥 상장",2,1
2021-06-03,하이브,"하이브, 4455억 유상증자 성공",1,1
2021-06-13,하이브,OTT vs 하이브·SM…음악도 저작권료 놓고 분쟁,-1,-1
2021-09-28,하이브,"BTS, 미국 팬들 직접 만난다",1,1
2021-09-21,하이브,"""中 시장 예전만 못해""…국내 아이돌에서 중국인 멤버 없앨까 [연예 마켓+]",2,1
2021-08-17,하이브,"
			김채원, 새 걸그룹서 사쿠라 만날까…하이브 ""확인 불가"" [공식]
		",0,0
2021-08-05,하이브,"하이브, BTS·세븐틴 앨범 판매 호조…2분기 영업익 280억원",2,1
2021-09-29,하이브,[한경 엣지] 메타버스·온라인몰…디지털 전환 가속화하는 광고업계,0,0
2021-07-02,하이브,'2분기 깜짝실적' 주연은 리오프닝株…하이브·천보 하반기 더 좋다,0,0
2021-06-28,하이브,"[단독] 스틱, 하이브 주식 8500억원 블록딜",0,0
2021-06-21,하이브,"하이브, 목표가 '하이킥'…지금 사도 될까",0,0
2021-09-26,하이브,블랙핑크 리사 한마디에 태국 '들썩'…불티나게 팔린 음식 [연계소문],1,1
2021-06-02,하이브,하이브·SM·YG·JYP 등 주요 음반제작사 '방송물전송위원회' 발족,0,0
2021-08-02,하이브,"YG엔터, '알짜' 골프 자회사 매물로…'빅뱅' 성공 날린 M&amp;A 실패史",1,1
2021-07-18,하이브,엔터주 '들썩'…음반시장 초호황에 가요계 '본업 총력전' [연계소문],1,1
2021-07-13,하이브,IPO 나선 '마마무 소속사' RBW,0,0
2021-06-30,하이브,리노공업·더존비즈온·솔브레인…기술력 독보적인 강소기업 날았다,0,0
2021-06-06,하이브,"버블 vs 위버스 vs 유니버스, 8조원 시장 잡아라 [연예 마켓+]",1,1
2021-09-14,하이브,"
			BTS·세븐틴을 지갑 속에…위버스 결합 신용카드 출시
		",1,1
2021-08-30,하이브,"""메타버스 ETF 테마 선점하자""…자산운용사 앞다퉈 출시 경쟁",1,1
2021-08-18,하이브,정몽구 제치고 '연봉킹' 오른 BTS 소속사 직원 누구길래?,0,0
2021-08-10,하이브,K컬처의 진화…이젠 '한류 인사이드'다,1,1
2021-08-02,하이브,"
			블랙핑크, 오늘(2일) 위버스 합류 [공식]
		",1,1
2021-07-15,하이브,메타버스·플랫폼·엔터…'보이지 않는 증설' 경쟁도 치열,1,1
2021-07-18,하이브,'따상'은 잊어라…카카오뱅크·크래프톤 공모주 투자 전략,2,1
2021-07-08,하이브,지금이 저가매수 기회?…호텔·여행·항공·엔터株 줄줄이 급락,-1,-1
2021-07-16,하이브,"가수 김장훈, 고액 기부했다가 세금 폭탄…똘똘한 기부 방법 [크리스권의 셀럽&amp;머니]",1,1
2021-07-02,하이브,박진영은 365억 어치 JYP 지분을 왜 팔았나 [연예 마켓+],1,1
2021-06-30,하이브,"이수만 ""SM 새 먹거리는 메타버스…전세계 팬·아티스트 초대하겠다""",1,1
2021-07-11,하이브,'IPO 大魚' 노린다면…안정성 높은 공모주 펀드 고려할 만,0,0
2021-06-29,하이브,첫 엔터 액티브 ETF 타임폴리오 하반기 출시,2,1
2021-06-25,하이브,"[단독] ""공모가 너무 높다""…크래프톤 상장 차질",0,0
2021-06-24,하이브,"스탯, NFT 기술 고문에 임지순 3PM 대표 위촉",1,1
2021-06-22,하이브,"[단독] 글로벌 거점만 360여곳…구본준, 128조 물류시장 정조준",1,1
2021-06-16,하이브,"[단독] 티몬, '피키캐스트' 운영업체 아트리즈 인수한다",0,0
2021-09-14,하이브,"""내수기업 탈피"" 절박한 네이버·카카오…해외매출 효자 '웹툰' 승부수",0,0
2021-08-18,하이브,"""한해 124억 번 웹툰작가 나왔다""…수익모델 강조한 네이버웹툰",0,0
2021-08-08,하이브,'이수만 SM 지분 매각' 파다한 소문…득일까 실일까 [연예 마켓+],1,1
2021-08-04,하이브,"[한경 엣지]플랫폼 제공업자로 변신하는 입점업체들...""플랫폼 데이터 확보에 사활""",2,1
2021-07-11,하이브,플랫폼·메타버스·NFT…새 성장동력 찾는 K팝 [연계소문],2,1
2021-06-29,하이브,'따상' 노린 IPO 대어들 주춤…장외투자 '일장춘몽' 될라[이슈+],-1,-1
2021-06-16,하이브,"돈 되는 K팝 팬덤…""엑소·샤이니가 매일 말 걸어줘요""",1,1
2021-06-07,하이브,"'거친 카카오, 불안한 네이버, 지켜보는 SM엔터 이수만' [차준호의 썬데이IB]",0,0
2021-08-30,하이브,"""9월도 박스피…경기민감株 다시 주목할 때""",0,0
2021-08-17,하이브,"엔터株, 투심 악화에 중국 우려 겹쳐도…증권가 ""단기적 영향""",-1,-1
2021-08-20,하이브,"국민연금, 삼성전자 3조5000억어치 팔고 사들인 종목은?",0,0
2021-08-25,하이브,호텔·스타벅스 이어 제네시스 카드까지…카드사 PLCC 大戰,0,0
2021-08-16,하이브,"K-팝 인기인데…""월등한 실력에도 한국인이라 손해봐요""[연예 마켓+]",1,1
2021-08-10,하이브,"일본인 'K팝 걸그룹' 니쥬, 日차트 올킬…웹툰은 해외작가 77만",1,1
2021-08-10,하이브,韓·中·日 1만여명 참여한 오디션…美기획사 통째 인수도,2,1
2021-08-13,하이브,"NH투자證 ""와이지엔터, 팬덤 사업 본격화 기대…목표가 20%↑""",2,1
2021-07-23,하이브,팬데믹이 뒤흔든 주식부호 랭킹…1~20위 싹 바뀌었네,0,0
2021-07-23,하이브,"'증시 큰손' 국민연금, 삼성전자 팔고 사들인 종목 봤더니…",0,0
2021-07-15,하이브,"""돈 몰린 이유 있었네"" 다시 달리는 IPO 스타들",0,0
2021-07-14,하이브,블랙핑크 품는 위버스 '날개' 달았다,0,0
2021-07-19,하이브,"이노션, 방탄소년단·블랙핑크 온라인 공연서 광고 마케팅한다",1,1
2021-08-03,하이브,BTS·블랙핑크…아이돌 신용카드 속속 출격,1,1
2021-07-13,하이브,"'BTS의 아버지' 방시혁, 자산 2배 급증해 3조7000억",0,0
2021-07-12,하이브,공연·여행 강점…또 네이버 - 카카오 격돌?,1,1
2021-06-27,하이브,"M&amp;A 벌써 50조…기업들, 코로나發 격변에 '재빠른 사냥꾼' 변신",0,0
2021-06-02,하이브,"""메타버스, 스마트폰 잇는 새 금맥…HW·플랫폼·게임株 나눠 담아라""",1,1
2021-06-18,하이브,"
			세븐틴, 오늘(18일) 'Your Choice' 발매…직접 전한 일문일답
		",1,1
2021-06-16,하이브,"
			'컴백 D-2' 세븐틴, 'Ready to love' MV 티저 최초 공개
		",4,1
2021-06-15,하이브,"
			세븐틴, 미니 8집 하이라이트 메들리 오픈…전곡 음원 최초 공개
		",2,1
2021-06-14,하이브,"
			세븐틴, 미니 8집 트랙리스트 공개…타이틀곡 '레디 투 러브' 방시혁 지원사격
		",2,1
2021-06-01,하이브,'K 드라마 제작 노하우'로 미드 만든다,2,1
2021-05-31,하이브,"
			하이브 이어 YG, 신사옥 바로 앞에 팬 공간 오픈했다 [공식]
		",0,0
2021-05-26,하이브,"하이브, 4455억 유상증자 '청신호'",0,0
2021-05-20,하이브,"하이브, 걸그룹 '여자친구' 해체 소식에도 주가 소폭 상승세",1,1
2021-05-04,하이브,"'엔터 비수기' 하이브, 실적 기대치 밑돌아",0,0
2021-05-31,하이브,"'포털 맞수' 네이버 vs 카카오, 8조 K팝 팬덤시장서 대격돌",0,0
2021-05-27,하이브,맥도날드에 BTS 세트 풀렸다…미국서 아미 '인증샷',0,0
2021-04-28,하이브,"하이브, 구글·테슬라와 나란히…타임 선정 '영향력 있는 100대 기업' [공식]",2,1
2021-05-07,하이브,"
			'더 보이스' MGM 손잡은 에스엠…美서 아이돌 오디션
		",2,1
